problem,pq_type,name,instance,threads,batch,stickiness,status,returncode,time_s,processed_nodes,ignored_nodes
mdkp,locked_pq,Globally locked PQ,mdkp9,128,16,,ok,0,5.210908707,7458747,2801
mdkp,locked_pq,Globally locked PQ,mdkp9,128,16,,ok,0,5.212822971,7458670,2799
mdkp,locked_pq,Globally locked PQ,mdkp9,128,16,,ok,0,5.222281614,7458795,2813
mdkp,locked_pq,Globally locked PQ,mdkp9,128,16,,ok,0,5.146384406,7458660,2789
mdkp,locked_pq,Globally locked PQ,mdkp9,256,16,,ok,0,5.306916384,7459019,2892
mdkp,locked_pq,Globally locked PQ,mdkp9,256,16,,ok,0,5.341964571,7458991,2876
mdkp,locked_pq,Globally locked PQ,mdkp9,256,16,,ok,0,5.452949896,7459527,2921
mdkp,locked_pq,Globally locked PQ,mdkp9,256,16,,ok,0,5.289538371,7458840,2804
mdkp,locked_pq,Globally locked PQ,mdkp9,256,16,,ok,0,5.394140251,7458987,2871
mdkp,locked_pq,Globally locked PQ,mdkp9,512,16,,ok,0,9.045434694,7459316,2985
mdkp,locked_pq,Globally locked PQ,mdkp9,512,16,,ok,0,8.852812067,7459745,3040
mdkp,locked_pq,Globally locked PQ,mdkp9,512,16,,ok,0,9.086860777,7460131,3173
mdkp,locked_pq,Globally locked PQ,mdkp9,512,16,,ok,0,9.03951044,7459660,3044
mdkp,locked_pq,Globally locked PQ,mdkp9,512,16,,ok,0,8.83778502,7459533,3030
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,1,16,,ok,0,37.956136472,7458499,2736
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,1,16,,ok,0,37.886201669,7458499,2736
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,1,16,,ok,0,37.969713401,7458499,2736
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,1,16,,ok,0,37.949333471,7458499,2736
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,1,16,,ok,0,37.914618194,7458499,2736
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,2,16,,ok,0,18.984875956,7458499,2735
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,2,16,,ok,0,19.021524726,7458499,2736
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,2,16,,ok,0,19.021426737,7458515,2738
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,2,16,,ok,0,18.99842972,7458503,2736
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,2,16,,ok,0,18.989795798,7458504,2736
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,4,16,,ok,0,9.500720588,7458509,2740
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,4,16,,ok,0,9.510973314,7458504,2737
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,4,16,,ok,0,9.512289908,7458524,2741
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,4,16,,ok,0,9.521268079,7458516,2741
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,4,16,,ok,0,9.501814619,7458519,2741
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,8,16,,ok,0,4.755710286,7458527,2751
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,8,16,,ok,0,4.755660866,7458550,2752
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,8,16,,ok,0,4.757778931,7458493,2738
mdkp,mq_stick_swap,MultiQueue (stick swap),mdkp9,8,16,,ok,0,4.756076837,7458591,2758
